brand,name,price,year,damage,last_seen
opel,Opel  Corsa Selection,4450,2009,,2016-04-05 06:09:28
opel,Opel Corsa 1.0 12V ecoFlex,3999,2009,,2016-04-05 19:15:47
opel,Opel Insignia 2.0 CDTI ST/Eco/S&S/FlexRide/Pano/Voll Nappa Leder,18400,2012,,2016-04-07 06:45:12
opel,Opel Astra 2.2 16V Coupe,1550,2001,,2016-04-06 17:44:50
opel,Opel Corsa 1 2 16v Elegance Servo Klima Efh ZVmFunk,2850,2002,,2016-03-26 23:18:01
opel,Opel Astra G Cabrio bis Donnerstag abholt bekommt ihn fuer 1100,1100,2016,ja,2016-04-04 23:48:00
opel,Opel ASTRA H KOMBI DIESEL 2HAND  TÜV 02 2018 GARENWAGEN VB,0,2007,,2016-03-22 14:48:54
opel,Opel corsa c GSI Optik Klima TÜV&AU NEU,1700,2002,,2016-03-19 07:44:49
opel,Opel Corsa 1.4 16V 150 Jahre Opel,7999,2012,,2016-04-06 20:46:39
opel,Opel Astra 1.7 DTI Caravan Comfort,1400,2000,,2016-04-04 23:17:09
opel,Opel Signum 2.2 DTI Elegance,1750,2003,,2016-03-16 21:42:50
opel,Opel Kadett E Fun,899,1991,,2016-04-06 01:46:50
opel,Opel Calibra,0,1995,,2016-04-05 12:19:35
opel,Opel Adam 1.4 ecoFLEX Start/Stop Glam,10900,2013,,2016-04-06 15:45:12
opel,Tausche Opel corsa gegen Modelleisenbahn spur N,450,2000,,2016-03-29 20:45:08
opel,Opel Astra 1.6 Caravan,950,1999,,2016-03-23 13:44:06
opel,Anfaengerauto  2.Hand  vieles neu mit Rechnung  67   Steuern/Jahr,890,1992,,2016-04-01 21:11:53
opel,Opel Corsa 1.3 CDTI DPF Easytronic Color Edition,4900,2010,,2016-04-05 19:45:41
opel,Twintop Cosmo 1.8 Keyless Go  Klima  Tempomat  8 fach Alu,7249,2008,,2016-04-07 05:15:35
opel,Opel astra g cc,1300,1997,,2016-04-06 05:45:13
opel,Opel Adam 1.4 Jam Neuwagen nicht zugelassen,12950,2016,,2016-03-24 02:40:58
opel,Opel Vectra 3.0 V6 CDTI Caravan Sport,3999,2004,,2016-03-15 08:42:09
opel,Opel Astra 1.8,1000,1998,,2016-03-15 20:47:36
opel,Opel Omega 3.0 MV 6,1100,1998,,2016-03-26 09:49:04
opel,Opel Tigra Twin Top Cabrio Teilleder  fuer Bastler ,2400,2004,,2016-03-17 16:17:43
opel,Opel Astra f cc 1.6 weiss TÜV NEU!,1222,1997,,2016-04-02 02:45:00
opel,Opel Astra 1.6 Caravan,1400,2001,,2016-04-07 03:16:01
opel,Zafira B 1.8  Zweitwagen ,14200,2015,,2016-03-29 23:45:50
opel,Opel Corsa 1.2 16V,2900,2005,,2016-04-06 04:44:24
opel,Tauchen gegen handy oder Motorola,400,1997,,2016-04-01 21:48:09
opel,Opel Corsa Edition 100 Cool   TÜV 08/16 TOP AUTO,899,1999,,2016-03-21 14:17:39
opel,Opel Omega Aut. CD Diamant,2500,1991,,2016-04-06 07:15:37
opel,Opel Omega,2000,2000,,2016-03-21 08:17:09
opel,Opel  Astra G Coupe Bertone Tuev 07 2016 Verkauf Oder tausch VB,0,2001,,2016-03-06 04:45:37
opel,Opel Vectra Bj 2001,400,2001,ja,2016-04-06 00:17:06
opel,Opel Meriva A 1.6 TÜV NEU,3499,2005,,2016-04-07 10:46:48
opel,Opel Corsa 1.2,5250,2011,,2016-03-16 10:45:52
opel,opel sintra 2 2 mit gasanlage motorschaden SCHALCHTFEST,100,2000,,2016-04-06 01:47:02
opel,Schoener Corsa c aus 2ter Hand Euro,1250,2002,,2016-03-30 11:17:01
opel,Opel Zafira 1.8,2799,2003,,2016-04-07 12:46:31
opel,Opel Corsa 1.0 12V,2000,2003,,2016-04-06 16:45:16
opel,OPEL MANTA A 1 6 S AUTOMATIK 1.HAND 82.700 KM ORIGINAL   LESEN !!,5000,1972,,2016-03-16 18:52:24
opel,Opel Combo 1.7 CDTI Comfort Navi Klima,2700,2005,,2016-04-04 05:17:21
opel,Opel Zafira 2.2 16V Autogas,1600,2001,,2016-04-07 00:46:50
opel,Opel Zafira 1.8 B Anhaengerkupplung 8 fach bereift,5600,2007,,2016-03-29 02:16:23
opel,Opel Astra Caravan 1.8  16V,2999,1996,,2016-04-05 23:46:02
opel,Opel Opel Astra 1.4 Turbo Cosmo inkl Garantie  Navi,8999,2010,,2016-04-06 20:45:15
opel,Opel Astra GTC 1.6,5999,2008,,2016-04-07 07:44:38
opel,Opel Astra g Cabrio  1.8L  125 ps,0,2004,,2016-03-15 17:41:04
opel,Poem Corsa B  Edition mit **Klimaanlage**,995,2000,,2016-03-13 04:36:23
opel,ASTRA G KOMBI,900,2016,,2016-03-17 18:50:33
opel,Opel Meriva 1.4,4990,2006,,2016-04-07 03:46:21
opel,OPEL CORSA B,350,2016,,2016-03-31 10:43:26
opel,Opel Astra 1.6 Comfort,1799,2001,,2016-04-05 15:45:47
opel,Verkaufe oder tausche opel astra g 1.6,0,1999,,2016-04-05 18:17:14
opel,Opel Mokka 1.7 CDTI ecoFLEX Start/Stop Innovation,18800,2014,,2016-04-07 00:17:23
opel,Opel Corsa b schwarz,999,1997,,2016-04-07 05:45:47
opel,Opel Insignia 2.0 CDTI Sports Tourer Automatik In...,18800,2010,,2016-04-06 16:44:56
opel,Opel Astra GTC 1.9 CDTI DPF Cosmo,6450,2006,,2016-04-06 04:45:18
opel,Opel Corsa 1.2 16V *kette neu*,2200,2004,,2016-04-06 10:16:44
opel,Opel Corsa 12V Advantage,555,1998,,2016-03-07 16:47:23
opel,Opel vektra Injektion,1350,2000,,2016-04-07 04:44:54
opel,Opel Astra 1.6 Caravan,800,1998,,2016-03-29 10:45:23
opel,Opel Corsa B,50,1994,ja,2016-03-17 15:43:19
opel,Astra g Caravan Comfort,1690,1998,,2016-04-06 03:45:26
opel,Opel Astra mit wenig km  rot  Rentner Auto  leichte Blechschaeden,250,1997,ja,2016-04-07 07:45:10
opel,Opel Zafira 1.8 Easytronic Innovation AHK abnehmbar,9800,2008,,2016-03-21 01:44:53
opel,Opel Corsa 1.2 16V KLIMA TÜV bis 07/2017 ,1999,2002,,2016-03-10 08:15:56
opel,Opel astra  kombi diesel 1 7 motor 101 PS,2990,2005,,2016-03-25 02:16:39
opel,Opel Zafira 1.9 CDTI Automatik. !!!VOLLAUSSTATTUNG!!!,4350,2007,,2016-04-05 12:47:14
opel,Zafira B 1.6,4999,2007,,2016-04-05 01:17:25
opel,Opel Corsa 1.0 12V Fresh  M+S Raeder  Klima  Servo,1500,2002,,2016-03-24 03:17:41
opel,Opel Astra,7200,2010,,2016-03-25 14:15:26
opel,2liter opel omega  kombi,250,1997,ja,2016-04-07 09:44:47
opel,Opel Corsa 1.2 16V,4600,2007,,2016-03-08 16:17:55
opel,Opel Astra Cabrio Bertone Sonderausstattung 2 Jahre TÜV neu,0,2002,,2016-04-07 13:06:24
opel,Opel Corsa 1.2 16V,3490,2004,,2016-04-07 00:17:46
opel,Opel Zafira 1.9 CDTI  7 Sitzer  Zahnr  Öl  Lima NEU,5400,2006,,2016-04-07 05:15:35
opel,Opel Corsa B Eco 1.2 16V Edition Schiebedach Tuev 2017  fahrbereit,590,1999,,2016-03-12 11:15:39
opel,Opel Astra 2.0 DTI Caravan Elegance,1250,2002,,2016-04-06 17:16:08
opel,Opel Corsa C  BJ02  Navi  Alufelgen  Multifunktionslenkrad  MP3,1420,2002,,2016-03-07 14:17:24
opel,Opel Astra 1.9 CDTI Caravan DPF Edition,2600,2006,,2016-03-16 11:46:30
opel,Opel Astra 1.7 CDTI Sport,2600,2004,,2016-03-17 22:16:13
opel,Tauschen Astra gegen Kadett E,0,1995,,2016-03-27 08:17:11
opel,Corsa A Projektaufgabe,0,1991,,2016-03-13 02:46:40
opel,Opel Corsa 16V Edition 100,500,1999,,2016-03-19 06:39:14
opel,Opel Astra 1.6,1200,1998,,2016-03-28 17:49:55
opel,Opel Corsa 1.2 16V  ecoFLEX  Selection NP.ueber 15000,8499,2014,,2016-04-06 11:16:26
opel,Verkaufe meinen Opel,150,1995,,2016-04-05 23:16:08
opel,Bastlerfahrzeug,200,1993,ja,2016-04-03 10:49:58
opel,Opel Astra Cabrio 1.6 16V,2350,2003,,2016-04-06 21:15:58
opel,Opel astra cabrio 1.8 Bertone,1150,2000,ja,2016-03-12 04:44:55
opel,Opel Omega B 2.0 16v Automatik Fahrbereit TÜV 05.2016,987,1997,,2016-04-05 20:15:56
opel,Verkaufe Opel astra f,150,1993,ja,2016-04-06 13:17:38
opel,Opel Zafira 1.9 CDTI Edition,4350,2005,,2016-04-06 23:45:07
opel,Opel Corsa C 1 2 16 V 75 PS TÜV Neu,1849,2002,,2016-03-06 12:06:54
opel,Opel Vectra B Caravan,1200,1999,,2016-04-05 11:15:52
opel,Opel Astra Cabrio 1.6i Bertone Edition,649,1998,,2016-04-04 18:46:38
opel,Opel Vectra Caravan 1 9 cdti,4300,2017,,2016-03-10 14:17:10
opel,Opel Manta B 2.0 GT/E original Zustand,5900,1980,,2016-03-21 22:45:40
opel,Opel Omega 2.2 16v,500,2002,,2016-04-01 21:48:45
opel,Top Opel Corsa,3000,2006,,2016-04-03 08:44:23
opel,Opel Corsa 1 2L Enjoy**KLIMA/TÜV**,1799,2003,,2016-03-29 13:18:15
opel,Opel Corsa 1.0 12V,2790,2005,,2016-03-30 03:16:13
opel,Opel Corsa C 1.2 TÜV neu 03/2018 *TOP*,1550,2001,,2016-03-20 14:45:18
opel,Opel Vectra c gruene plakete,4000,2005,,2016-04-07 04:46:41
opel,Opel Corsa 1.3 CDTI DPF Energy MwSt. ausweisbar ,12990,2014,,2016-04-04 02:16:19
opel,Opel Corsa 1.2 16V Edition KM 80.000 PANAROMA DACH .,1850,2007,ja,2016-03-20 07:17:52
opel,Opel Insignia 2.0 CDTI Sports Tourer,10999,2009,,2016-03-11 07:17:13
opel,Opel vectra B 1.8l 16v,700,1999,ja,2016-03-23 16:19:56
opel,Opel Astra 1.6,1299,1998,,2016-04-06 05:46:34
opel,7 Sitzer Familien Auto,2200,2000,,2016-04-06 21:44:45
opel,Opel Corsa B,250,1996,,2016-04-06 05:46:57
opel,Opel Zafira B 1 9 CDTI,4700,2006,,2016-04-06 23:15:40
opel,Opel Agila 1.0 12 V,1800,2001,,2016-04-06 11:46:55
opel,Opel Corsa silbermetallic  75 PS TÜV 12/17 120.500 km,2500,2002,,2016-03-30 04:15:37
opel,Opel Corsa 1.3 CDTI DPF,4500,2008,,2016-04-07 04:45:13
opel,Opel corsa,200,1997,,2016-03-16 02:16:19
opel,Opel tigra,1000,1997,,2016-04-06 01:46:57
opel,Opel Astra 1.6 Scheckheftgepflegt Tuev neu,1450,1999,,2016-03-30 07:39:55
opel,Opel Omega 2.2 Edition 2000,2300,2000,,2016-03-28 10:44:58
opel,OPEL CORSA COLOR EDITION 101PS zu verkaufen!,6900,2010,,2016-04-06 04:46:40
opel,Opel Corsa EDITION  1.0 12V  2.Hand  technisch Top TÜV neu !,2750,2006,,2016-03-19 06:16:21
opel,Opel astra klima tuev,800,2016,,2016-04-06 08:44:28
opel,Opel Astra 1.4 Caravan Edition,4180,2009,,2016-03-17 23:17:35
opel,Opel corsa b sportversion,800,1998,,2016-04-01 12:45:03
opel,Opel Agila 1.0 ecoFlex 1 Hand Euro 4,1999,2009,ja,2016-04-02 16:31:34
opel,Verkaufe Astra g Cabrio 2 2l,1100,2001,ja,2016-04-06 19:17:59
opel,Opel GT,15900,2008,,2016-03-21 08:47:32
opel,Weinroter Corsa B   TÜV NEU!!,825,1996,,2016-03-20 05:48:39
opel,Opel Zafira 2.2 DTI Executive,3450,2004,,2016-04-01 03:46:19
opel,Opel Vivaro L2H1 Partikelfilter 1 Jahr Tuev AHK,2900,2005,,2016-03-09 13:45:49
opel,Opel Vectra B Kombi Diesel Anhaengerkupplung Bj 2000,599,2000,,2016-04-05 19:06:15
opel,Opel Astra 1.4 Turbo Sports Tourer Automatik AHK PDC,10500,2012,ja,2016-03-21 20:46:08
opel,Unfallwagen,1300,2007,ja,2016-03-24 13:46:21
opel,Opel Astra G Coupe 2.0 Turbo Z20LET TÜV Neu 260 PS TÜV 03/18,2699,2002,,2016-04-06 04:46:54
opel,Opel Corsa B eco 1.0L an Bastler,120,2000,,2016-04-06 09:45:42
opel,Opel Corsa Sport 1 4 TÜV 7/2016,150,1998,,2016-03-31 00:16:57
opel,Opel Zafira 2.2 elegance  Euro 4,950,2002,,2016-03-15 21:47:46
opel,Opel astra g coupe,2300,2000,,2016-04-05 13:16:57
opel,Opel Meriva Essentia 1 6 101ps   154 tkm 1hand  neue Reifen So/wi,1800,2003,ja,2016-03-21 17:48:02
opel,Opel Corsa C  TÜV seit NOV15  mit Schiebedach,2390,2002,,2016-04-05 20:16:01
opel,Opel 2.Hand S Heft Klima TÜV NEU 03/18!!,3650,2007,,2016-04-01 13:44:25
opel,Opel Insignia 2.0 CDTI 163PS Xenon NAVI   WERKSGARANTIE,18000,2014,,2016-03-19 17:19:53
opel,Opel Zafira 1.8 CNG,0,2004,,2016-04-07 09:17:40
opel,Opel Astra 1.6,3400,2004,,2016-03-22 18:18:07
opel,OPEL ASTRA 1.9 TDI TÜV 2017,3000,2006,,2016-03-17 11:17:04
opel,Opel Corsa 1.2 16V Edition / HU neu / 8 fach bereift,4600,2006,,2016-03-29 14:44:39
opel,Opel Astra 1.6 nur 82500 KM TÜV NEU,1900,1999,,2016-03-30 20:46:02
opel,Corsa B Ersatzteilespender,0,1995,,2016-04-07 08:16:47
opel,Opel Vectra 1.8 CD Exklusiv,690,1996,,2016-04-06 06:44:22
opel,Opel Combo Sehr gepflegt TÜV NEU 2.Hand,2900,2007,,2016-03-30 18:17:09
opel,Opel Combo KLIMA   AHK,3400,2006,,2016-04-06 00:16:43
opel,Opel vectra 2.2 dti. 1000  VB,1000,2004,ja,2016-04-06 05:17:03
opel,Opel Corsa B,1250,1997,,2016-04-07 12:17:13
opel,Opel Omega Kombi Vollausstattung,550,2000,,2016-03-14 08:16:17
opel,Opel Astra 2.0 16V Turbo Coupe,4500,2001,,2016-03-20 02:42:11
opel,Verkauf oder Tausch gegen kleinen Trecker,0,2000,,2016-03-28 15:37:52
opel,Opel Zafira 1 8 Family sehr gepflegt,8950,2012,,2016-03-31 20:17:19
opel,Opel Astra 1.7 cdti,3800,2010,ja,2016-03-13 12:25:42
opel,Opel Astra 1.7 CDTI DPF Edition,13333,2014,,2016-04-06 03:15:50
opel,Opel Signum,1300,2004,ja,2016-03-23 13:49:32
opel,Opel Astra 1.6 Easytronic Edition Plus,4999,2006,,2016-03-21 15:16:46
opel,Opel Zafira 2.2,2600,2001,,2016-04-05 20:45:30
opel,ATM 160000 GUTE ZUSTAND TÜV 07 2016,1550,2000,,2016-04-07 04:17:54
opel,Opel Agila 1.2 Edition,5300,2009,,2016-04-06 03:46:16
opel,1 A Zu  Stand TÜV 07:2017,980,2000,,2016-03-28 19:44:33
opel,liebhaberstueck corsa a steffi spezial,700,1990,,2016-04-01 21:48:25
opel,*** Ope Corsa B mit 340PS an Bastler mit Kopfdichtungsschaden ***,1500,1996,ja,2016-04-06 13:44:38
opel,Opel Vectra B gute Ausstattung abnehmbare AHK,0,1998,ja,2016-03-22 01:18:25
opel,Opel Corsa C 1 0 Facelift Klima Unfall,500,2004,ja,2016-03-27 07:44:47
opel,Opel Astra 1.6,3900,2005,,2016-03-21 03:16:35
opel,Opel Omega Caravan 2.0 16V Edition 100,700,1999,,2016-04-04 15:53:05
opel,Ich verkaufe ein Opel Corsa,1500,2001,ja,2016-04-06 12:46:04
opel,Opel Astra 1.6 Comfort,1600,2000,,2016-04-06 06:45:53
opel,Opel Astra Cabrio 1 6 bertone Edition top,1300,1997,,2016-04-07 08:46:14
opel,Opel tigra twintop 1.8l,4400,2005,,2016-04-06 19:44:43
opel,Opel Corsa 4 Tuerig Schiebedach,249,1997,,2016-04-07 01:16:59
opel,Tigra Twin Top zu verkaufen 1.8L 125PS,4950,2005,,2016-04-04 20:47:34
opel,Opel astra g caravan 1.6 tuning,1700,2001,,2016-04-03 05:46:31
opel,Opel Corsa 1.2 16V  80 PS  Klima,2700,2006,,2016-04-07 02:45:01
opel,Opel Astra G  Klima  EFH  1 6 Liter  75 PS  TOP Zustand,450,1999,ja,2016-03-29 17:16:07
opel,Opel Corsa 1.3 CDTI DPF,9150,2014,,2016-04-06 00:16:22
opel,Opel Monza 2 5l Gute Basis,1250,1983,,2016-03-25 19:47:17
opel,Opel Zafira 7 Sitzer,1900,1999,,2016-03-26 18:15:29
opel,Fahrwerk   Tierferlegung,50,2005,,2016-04-06 03:16:14
opel,Opel Astra GTC 1.7 CDTI DPF,6999,2008,,2016-04-05 11:49:47
opel,Opel Astra 1.6 Sports Tourer Edition,9100,2010,,2016-03-24 07:18:38
opel,OPEL CORSA 1.2l Super Zustand/ TÜV bis 2018/ Klimaanlage usw,1100,1999,,2016-04-05 22:18:33
opel,OPEL Vectra Gruene Plakette,2450,2003,,2016-04-04 05:50:43
opel,Opel Corsa 16V Edition TÜV/AU 03.2018 Neu klima,1280,1999,,2016-03-23 07:15:24
opel,Opel  Corsa 1.4 ohne Tuev,250,1997,,2016-04-06 10:45:46
opel,Opel Astra 1.8l Tuev Neu mit LPG Gas!! Guter Zustand,3500,2005,,2016-03-31 08:17:52
opel,Gepflegter Opel Corsa,800,2001,,2016-04-06 00:45:11
opel,Astra h Kombi,2800,2006,,2016-04-06 15:46:36
opel,Verkaufe Opel Vectra mit tuev bis 08/2016,650,2000,,2016-03-23 19:48:46
opel,Opel Movano 2.5 CDTI L3H2,4700,2009,,2016-03-21 18:45:21
opel,Auto verkauf,300,1999,,2016-03-28 09:45:57
opel,Opel Vivaro,3200,2007,,2016-04-05 07:21:42
opel,Opel Corsa 1.4 16V Edition,6750,2009,,2016-04-07 09:45:06
opel,Opel Corsa C Elegance,2050,2001,,2016-04-03 11:16:28
opel,Opel Tigra  ROADSTER,3431,2005,,2016-03-17 20:21:48
opel,Opel Combo C  1.3 CDTI DPF Unfalfrei.,3250,2007,,2016-04-06 17:45:41
opel,Corsa  A I 130 irmscher Cabrio Oldtimer,3800,1986,,2016-04-06 00:16:43
opel,Opel Astra Sports Touren 1 7 CDTI Preis VB!!,9500,2011,,2016-04-07 07:46:14
opel,Opel Corsa B,700,2000,,2016-04-05 15:16:00
opel,opel omega,400,1999,ja,2016-03-25 16:15:21
opel,¥ Schoener Opel corsa / Tausch moeglich,0,2017,,2016-04-02 12:39:37
opel,Opel Corsa,7899,2014,,2016-04-05 23:18:21
opel,Opel Corsa 1.0 12V Comfort,650,2001,,2016-04-07 09:44:27
opel,Opel Astra 1.6 schwarz met. 115 ps top gepflegt,12500,2015,,2016-03-11 06:15:35
opel,Opel Astra F,1399,1997,,2016-03-31 22:17:37
opel,Karosse Opel Corsa b,0,1990,,2016-03-31 10:44:37
opel,Opel Mokka 1.7 CDTI ecoFLEX Start/Stop Edition,16450,2013,,2016-04-02 02:18:01
opel,Opel Vectra Tuev 12/17,950,1997,,2016-03-26 18:15:40
opel,Opel Vectra B Edition 100,890,1999,,2016-04-06 18:15:57
opel,Opel Insignia 45.000Km Garagenfahrzeug Navigation parksensor,14800,2010,,2016-04-07 10:15:44
opel,Opel Astra F Cabrio 1 6 75Ps D3 Tuev/Asu bis 06.2017,0,1997,,2016-03-25 13:44:23
opel,Opel Corsa C 1 0 Blau Bj:2003,350,2003,,2016-03-25 17:51:58
opel,Opel Corsa 1.2 16V Sport,1750,2002,,2016-04-04 11:38:55
opel,LPG Opel Astra G Caravan 1 6 16V,1600,1999,,2016-03-26 19:15:53
opel,OPEL ASTRA G KOMBI MIT NEU TÜV DEZEMBER 2017 KLIMA,1350,1998,,2016-03-27 16:45:57
opel,Opel Zafira 2.0 DTI! 127.000 km,1999,2002,,2016-03-26 14:40:28
opel,Opel Meriva 1 6 16 V,4250,2006,,2016-03-19 09:16:38
opel,Opel Vivaro 1.9 CDTI L1H1,2499,2001,,2016-04-06 09:45:01
opel,Opel Corsa 1.4 Leder 60ps D3,900,1996,,2016-04-07 12:47:20
opel,Opel Corsa C  1.2  Klimaautomatik,1800,2003,,2016-04-06 04:44:38
opel,Opel Astra 1.7 DTI,750,2000,,2016-03-16 00:45:02
opel,Opel Corsa B mit TÜV,600,2017,,2016-04-02 06:44:26
opel,Opel Corsa B Eco Klima/Steuerkette,1299,1999,,2016-03-16 06:17:16
opel,Opel Corsa sehr wenig Kilometer  Zweitwagen 4 Tuerer.. Steuerkette,1500,1998,,2016-04-05 17:45:41
opel,Opel Corsa 1.0 12V,1400,2002,,2016-04-07 11:17:44
opel,Opel Astra 2.0 CDTI DPF Active,15333,2013,,2016-04-06 10:45:36
opel,Opel Corsa1 3 CDTI,4400,2008,,2016-03-31 02:17:03
opel,Opel Astra Twin Top 1.8,9500,2008,,2016-04-06 09:46:34
opel,Opel Astra 1.7 CDTI Caravan DPF  119g  Edition,3650,2009,,2016-04-07 09:46:09
opel,OPEL ZAFIRA CNG,799,2004,ja,2016-04-07 12:45:45
opel,Opel Astra G zu verkaufen,350,1998,,2016-03-28 21:37:16
opel,Opel Astra GTC 1.6 Turbo Sport,4799,2007,,2016-04-06 21:16:55
opel,Opel Astra 1.7 DTI Selection,1500,2002,,2016-04-06 01:47:21
opel,Opel Corsa,1500,1992,,2016-04-06 01:46:43
opel,Opel Astra F,1350,1993,,2016-04-06 20:44:41
opel,Opel Astra mit Klima,349,1996,,2016-04-01 16:53:40
opel,Opel Omega Caravan 2 0 16V,799,1998,,2016-04-06 19:15:28
opel,Opel Vectra 1.8 klima,650,2000,,2016-04-06 07:45:50
opel,Verkaufe meinen sauberen omega 2.2L,1111,2016,,2016-03-22 17:46:18
opel,Opel Corsa Zahnriemen/Zylinderkopfdichtung NEU Tausch moeglich,260,1997,,2016-04-03 13:46:01
opel,Opel Astra 1.7 CDTI Caravan DPF Navi Standheizung AHK,3800,2008,,2016-03-09 04:46:04
opel,Opel Zafira 2.0 DTI TÜV sehr gepflegt,2200,2017,,2016-03-25 11:19:25
opel,Opel Vectra 1.6,1100,1998,,2016-03-30 23:15:45
opel,Opel Astra 2.0 Turbo Sport,5800,2004,,2016-04-06 17:45:33
opel,Opel Campo,4100,2008,,2016-04-05 19:48:14
opel,Opel Vectra 1.6 Caravan,999,2002,,2016-04-05 13:45:36
opel,Vectra b 2.0l 16v eco,800,1998,,2016-04-06 06:46:29
opel,verkaufe corsa B Eco,300,1997,,2016-04-07 10:45:20
opel,Sehr schoener Opel Corsa c mit Standheizung,1600,2005,,2016-04-07 11:17:03
opel,Opel Astra Twin Top 1.8 Cosmo,5900,2007,,2016-04-05 12:45:13
opel,Astra F zum aufbauen oder Schlachten Preis Fest,200,1997,,2016-03-30 05:16:32
opel,Bastlerfahrzeug,777,1999,,2016-04-06 23:46:16
opel,DVD  PDC  NAVI UVM... Opel Vectra Gts 2.2,3500,2003,,2016-03-15 18:44:38
opel,Opel Opel CorsaB Swing 5 TG Fuer Schnelle 200Nachlass,1050,1998,,2016-03-29 19:39:02
opel,Opel vectra,450,1997,,2016-04-06 02:15:28
opel,Opel Zafira OPC,7999,2006,,2016-04-06 13:15:53
opel,Opel Vectra B 1 8L 16V 67000km gelaufen!,1400,2016,,2016-03-31 03:46:30
opel,Opel Vectra 1.6 Edition 100,600,1999,,2016-04-06 10:17:09
opel,Opel astra g,1000,2017,ja,2016-03-15 10:45:21
opel,Opel Corsa 1.2 16V,5500,2009,,2016-03-12 19:47:42
opel,Opel Astra 99 1.6 8v 75ps,200,1999,ja,2016-03-25 15:47:03
opel,Opel Kadett Gsi Champion,1500,1990,,2016-04-06 09:17:55
opel,Vectra 1 6 16V zum Ausschlachten voll fahrbereit mit AHK und Alu,150,1999,,2016-03-23 13:18:13
opel,Opel Corsa 1.0 12V,999,2003,,2016-04-03 16:45:36
opel,Opel Zafira B 1.8 Edition 7sitzer Klima LPG Autogas,3750,2005,,2016-03-22 02:15:49
opel,Corsa c mit Unfall,800,2003,,2016-04-06 17:44:44
opel,Opel Andere,5400,1937,,2016-03-17 07:47:51
opel,Opel Tigra 1.4i 16V TÜV 12 2016 Klima servo CD 8 Fach,689,1995,,2016-03-29 04:16:10
opel,Opel Astra GTC 1.9 CDTI OPC Line Sport 19 Zoll Xenon,6990,2006,,2016-04-07 02:18:00
opel,Opel Astra 1.4 Turbo 150 Jahre Opel,14250,2012,,2016-04-06 23:46:05
opel,Opel Insignia 2.0 CDTI 4x4,14500,2011,,2016-04-05 15:18:28
opel,Opel astra g,800,2000,ja,2016-03-16 19:17:17
opel,Auto PKW Opel Corsa   B  grau silber 2 Jahre TÜV/AU 1996,599,1996,,2016-03-19 09:45:32
opel,Verkaufen und tauschen,990,2017,,2016-03-21 16:47:01
opel,Opel Corsa,1450,2004,,2016-03-24 08:43:10
opel,astra g caravan bastlerfahrzeug,30,1999,,2016-03-17 19:48:38
opel,Opel Astra 2.0 16V Turbo White Edition Airride,18000,1998,,2016-04-05 23:46:35
opel,Opel Vectra 2.0L 16V,950,1997,,2016-03-24 18:47:42
opel,Opel Corsa C,1999,2003,,2016-04-07 05:46:21
opel,Sehr gepflegter Corsa NUR NOCH HEUTE,455,1997,,2016-03-23 18:42:05
opel,Opel Astra 1.6 Caravan Edition 100,1700,2016,,2016-03-25 11:09:37
opel,Vectra 1 9 CDTI,1900,2005,,2016-03-27 23:16:06
opel,Opel Vectra,899,1997,ja,2016-04-05 20:45:32
opel,Opel Vectra  Caravan CD / Klima,499,1989,,2016-04-05 16:44:21
opel,Opel Signum 2 8 Turbo V6 250Ps Tausch moeglich,5499,2006,,2016-03-31 22:44:49
opel,Opel Signum 2.2,2600,2003,ja,2016-04-07 11:46:09
opel,Opel Corsa C 1 3 Tuevb:02 /2018 + TOP Zustand +  Scheckheft,1150,2002,,2016-03-10 09:16:48
opel,Opel Corsa,300,1995,,2016-03-27 11:47:16
opel,Opel Opel Zafira A 1.8 Elegance,3300,2004,,2016-04-06 20:19:45
opel,Opel Combo 1.6,800,2004,ja,2016-04-07 07:45:48
opel,Opel Insignia 2.0 CDTI Sports Tourer ecoFLEXStart...,18500,2012,,2016-04-07 04:15:24
opel,Opel Meriva 1.7 CDTI DPF,6100,2008,,2016-04-07 11:16:18
opel,Opel b Corsa,350,1993,,2016-04-06 04:45:33
opel,Opel zafira,1350,2016,,2016-03-19 15:15:17
opel,Opel Corsa 1.2 16V Twinport,3290,2005,,2016-04-05 14:18:40
opel,Opel Vectra 1.8 Klima,550,1999,,2016-04-02 15:16:45
opel,Opel Zafira 1.8 B Navi 1 Hand 7 Sitzer,5450,2007,,2016-04-05 11:50:29
opel,Opel Vectra 2.2 Elegance,3650,2002,,2016-03-14 12:44:40
opel,Opel Astra OPC  Volleder  ca. 260PS  LED Tagfahrlicht,13200,2006,,2016-04-07 04:16:07
opel,Vectra a c20xe lpg 16v,0,2016,,2016-03-18 01:17:22
opel,Opel Corsa 1 4 Advantage  TÜV 01/17  8 fach bereift,500,1997,,2016-03-24 06:18:29
opel,Opel Corsa B mit HU bis 12/2016,220,1997,,2016-03-26 16:55:05
opel,Opel Combo,3400,2005,,2016-04-06 04:17:21
opel,Opel Corsa 1.2 16V ecoFLEX,6950,2010,,2016-04-05 21:16:23
opel,Opel corsa b *sparsam* TÜV,1000,2016,,2016-04-06 18:16:41
opel,Opel Astra G schwarz Top gepflegt 8 fach bereift,1990,2000,,2016-03-26 00:17:22
opel,Opel omega,2200,1996,,2016-04-06 21:17:29
opel,Opel omega b 3.2 l fl ersatzteile schlachtfest,0,2001,,2016-04-01 03:18:10
